"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2024;[zł]";
1609022;"Dąbrowa (2)";1462410,11;1074595,20;1524537,63;2478111,35;5550814,34;3457344,81;10085330,76;8190275,52;10727790,96;10921285,03;
1609032;"Dobrzeń Wielki (2)";13127477,88;8265496,18;5995980,27;6815693,19;10767929,30;6628769,62;3887239,56;11565141,65;12046013,74;9716552,28;
1609042;"Komprachcice (2)";2869533,63;1344245,50;1231401,71;5350410,39;2922211,03;6957752,38;5437517,48;6658728,16;12359522,91;9859922,21;
1609052;"Łubniany (2)";6972393,41;1945567,05;2623996,72;8796096,95;8453977,66;8546769,89;6275423,84;13230706,59;3367162,88;10721573,61;
1609062;"Murów (2)";3507795,52;547602,59;898446,68;3590698,33;5242334,37;1067772,79;5006199,29;5819714,29;3614914,44;12075487,07;
1609073;"Niemodlin (3)";1328280,41;2135594,36;5998819,94;11733771,36;5128578,53;3067529,24;16567631,73;16981683,42;12506755,72;20334919,19;
1609083;"Ozimek (3)";2798043,69;2514991,38;2314502,23;4660841,64;3060974,52;4733860,44;12740763,83;9866056,11;13583818,78;24615648,84;
1609092;"Popielów (2)";3500206,44;1268627,49;7890946,27;11814442,10;3155925,59;7083056,69;7257023,66;21774448,58;19349483,23;16536270,96;
1609103;"Prószków (3)";3039432,49;1353409,24;1296162,37;2224942,11;10670088,70;6740494,18;1946307,77;13487958,39;6955387,25;4177899,01;
1609112;"Tarnów Opolski (2)";863908,53;862182,70;4234478,57;4167415,05;5956686,15;1368878,30;1675149,47;9618881,97;11870205,11;8821155,53;
1609122;"Tułowice (2)";1930357,03;1520959,84;3667081,10;;;;;;;;
1609123;"Tułowice (3)";;;;2727940,06;4311243,17;1638942,20;3913858,15;2484808,23;9755942,47;3704267,77;
1609132;"Turawa (2)";1458916,04;2498015,47;4628691,11;7757044,73;2537172,12;3116009,86;13627653,29;13116676,29;15883202,51;13630355,20;
1610000;"Powiat prudnicki";13939109,62;17667019,70;19808488,45;54069722,37;43689179,27;25753964,37;22846801,29;48621222,84;60314978,56;67999980,86;
1610013;"Biała (3)";2372875,16;2585818,02;6004407,39;12942252,37;15630966,91;8582902,36;12500375,95;22924505,34;20849065,84;12743258,64;
1610023;"Głogówek (3)";3246530,60;5053456,93;4949673,08;14039983,06;6570022,66;5600546,49;3514578,52;5165661,83;12976066,62;19672939,90;
1610032;"Lubrza (2)";1371298,86;730641,87;1351707,23;4637869,19;2004325,32;2321534,71;1581919,75;4472427,26;14556859,62;1873967,67;
1610043;"Prudnik (3)";6948405,00;9297102,88;7502700,75;22449617,75;19483864,38;9248980,81;5249927,07;16058628,41;11932986,48;33709814,65;
1611000;"Powiat strzelecki";16908950,98;16574230,45;29806440,92;52680761,07;54591728,94;35008458,45;56216344,97;49788326,15;83115166,59;98613413,46;
1611012;"Izbicko (2)";1157294,08;345809,29;984390,56;1930351,40;7675992,04;2241767,79;3088130,77;8476317,60;7583269,61;4331253,96;
1611022;"Jemielnica (2)";1429021,58;561552,10;3509314,22;3269764,18;1041138,20;5178947,07;9041192,40;2613439,67;9564650,35;12542085,99;
1611033;"Kolonowskie (3)";2002792,36;3009252,82;1694878,96;3510571,52;1902772,47;3512076,12;4518949,08;5764659,92;5429126,27;8341583,83;
1611043;"Leśnica (3)";1664122,65;3207609,75;2759737,83;5753323,09;13017223,38;2083604,11;6514461,13;7103712,18;10535904,18;12284594,44;
1611053;"Strzelce Opolskie (3)";6310328,05;5156541,43;10029725,80;16389594,44;18004058,45;9358968,33;16625505,12;12960993,23;31479869,11;44548985,31;
1611063;"Ujazd (3)";2735930,22;2548098,71;8127101,54;21666280,23;10901721,11;8117991,86;11352918,29;8062887,59;12350804,27;12843336,26;
1611073;"Zawadzkie (3)";1609462,04;1745366,35;2701292,01;160876,21;2048823,29;4515103,17;5075188,18;4806315,96;6171542,80;3721573,67;
1661000;"Powiat m. Opole";66191986,55;86380555,10;105845466,25;203309244,79;272922981,57;267106076,54;225986919,40;216923064,30;187234563,09;170271519,64;
1661011;"Opole (1)";66191986,55;86380555,10;105845466,25;203309244,79;272922981,57;267106076,54;225986919,40;216923064,30;187234563,09;170271519,64;
1800000;"PODKARPACKIE";1305073793,96;863540971,65;1496710214,13;2404407038,58;2087267381,79;1887626509,52;1861514102,49;2436475611,38;3776564220,69;3897442185,96;
1801000;"Powiat bieszczadzki";4943982,00;9680014,09;15584820,72;23232554,66;25080190,66;12157135,77;15309309,91;23065596,13;43573857,58;20048033,11;
1801032;"Czarna (2)";394581,48;229381,73;499199,72;812787,90;2622043,81;1540265,39;1101701,54;3450269,23;13332277,89;5412372,04;
1801052;"Lutowiska (2)";276921,24;613040,88;682464,30;1981176,50;1125953,69;1869421,36;1997310,98;1694849,61;4071743,91;5748545,75;
1801083;"Ustrzyki Dolne (3)";4272479,28;8837591,48;14403156,70;20438590,26;21332193,16;8747449,02;12210297,39;17920477,29;26169835,78;8887115,32;
1802000;"Powiat brzozowski";13378002,04;14357070,30;23077521,97;61375283,83;36136293,37;31180725,71;38848675,99;46807157,36;104686635,78;107168088,58;
1802013;"Brzozów (3)";2552688,56;2429554,97;8877321,75;11261628,87;5997441,23;10460635,52;12708552,47;10807303,87;19527890,85;18000965,45;
1802022;"Domaradz (2)";910205,16;1033781,15;2353138,37;3911631,66;1403339,11;2020841,94;4051497,43;4047260,63;15144804,21;18043301,53;
1802032;"Dydnia (2)";2060593,18;2568945,64;2051113,94;12074646,20;5621076,16;5570061,58;8014191,70;10805802,32;18433618,75;14376514,27;
1802042;"Haczów (2)";4939104,48;4224167,25;5371862,25;8187411,09;6820593,29;6262505,54;7893673,49;11834050,17;22362842,20;15402020,71;
1802052;"Jasienica Rosielna (2)";889021,51;2210068,85;2807153,33;22608273,89;15518548,91;5579670,50;4275303,43;4396824,17;11848690,64;19682861,29;
1802062;"Nozdrzec (2)";2026389,15;1890552,44;1616932,33;3331692,12;775294,67;1287010,63;1905457,47;4915916,20;17368789,13;21662425,33;
1803000;"Powiat dębicki";54980640,84;53221358,39;77537725,73;138553583,90;145508192,72;103182863,06;62758824,99;81472028,09;170436700,30;170868032,02;
1803011;"Dębica (1)";11101114,21;10473953,75;18499213,01;36476795,93;47369349,76;34275231,39;10778697,50;17908677,16;35089091,21;48750620,79;
1803023;"Brzostek (3)";5235436,00;6045546,55;4334221,55;9803788,78;15300159,40;3983075,23;5992057,85;7169120,80;30853047,19;20646486,85;
1803032;"Czarna (2)";6038412,68;4058668,52;5068191,70;20100231,68;5605317,78;4021883,87;6474603,25;9497639,44;19423583,19;9904820,35;
1803042;"Dębica (2)";13726560,26;19700759,42;20181135,57;34267746,88;21409962,47;36930970,13;21976472,33;16519282,86;31104159,94;31567939,47;
1803052;"Jodłowa (2)";3072155,29;2052520,06;5728953,98;4786405,64;15913996,08;7882967,96;2711537,41;5790556,05;16755845,68;9818787,19;
1803063;"Pilzno (3)";10033033,22;6874974,30;11411354,56;21759929,39;15055547,48;4440281,79;6305198,73;13948458,73;19077401,10;24191499,26;
1803072;"Żyraków (2)";5773929,18;4014935,79;12314655,36;11358685,60;24853859,75;11648452,69;8520257,92;10638293,05;18133571,99;25987878,11;
1804000;"Powiat jarosławski";43329800,05;38429553,11;63675200,64;118354841,46;66477760,55;77079586,12;92369897,68;114662379,91;214668911,88;217829207,29;
1804011;"Jarosław (1)";7115585,29;10957865,07;18611846,95;30942176,62;21540801,62;22816232,17;30358929,82;34114470,37;27883442,18;52535132,58;
1804021;"Radymno (1)";1348651,73;1609225,70;2941357,25;13640891,69;3647278,87;5246408,28;3798312,31;4593633,90;15164005,33;12203296,24;
1804032;"Chłopice (2)";4998088,29;1846985,97;2071162,51;2082669,64;1277596,20;6360269,06;1323289,97;3247579,35;8411675,22;22917214,05;
1804042;"Jarosław (2)";5398416,92;3944742,31;6937860,52;11086685,76;8874823,93;10733058,85;7329565,70;15409430,94;43609766,90;23056703,94;
1804052;"Laszki (2)";2383315,77;2069871,99;4106760,19;10172647,37;3962883,04;3087181,97;5992772,77;10655126,23;15662204,27;20970205,51;
1804062;"Pawłosiów (2)";5239560,13;1070069,66;3188049,99;4291383,44;1496594,08;2656310,77;6403195,80;5928772,04;9298885,63;3213030,17;
1804073;"Pruchnik (3)";4015129,05;5159674,98;8825099,07;22702819,08;8209703,65;8156285,71;10916269,15;7848896,07;21504619,19;18241455,96;
1804082;"Radymno (2)";6387833,96;2098457,01;8473450,72;9229974,86;7291455,34;8074420,27;16057163,05;16022972,08;17628228,73;15004213,66;
1804092;"Rokietnica (2)";795530,83;1749522,27;1869343,33;3551954,88;4963805,54;1312782,30;3535412,23;2891764,14;7998985,86;16031096,18;
1804102;"Roźwienica (2)";1615609,24;1464691,18;471965,81;1331365,26;1086154,92;2692953,46;1673114,52;1536568,98;14485263,60;17882004,50;
1804112;"Wiązownica (2)";4032078,84;6458446,97;6178304,30;9322272,86;4126663,36;5943683,28;4981872,36;12413165,81;33021834,97;15774854,50;
1805000;"Powiat jasielski";53097404,11;41919331,85;69317129,68;80994817,99;42686969,29;61249739,48;71583141,39;103771591,53;195703394,72;218771085,69;
1805011;"Jasło (1)";19620128,23;14002247,50;29107162,98;10066740,16;19293472,44;21113761,04;24755229,34;16472407,16;31258876,96;65636442,89;
1805022;"Brzyska (2)";2862443,72;2211334,48;3792122,34;3603517,01;1298653,42;1430101,72;2683046,15;10886416,77;25909480,30;6961932,42;
1805032;"Dębowiec (2)";3991313,47;2547288,14;4812576,87;5241348,54;3500766,72;5969628,39;7036316,77;10077758,07;21199773,15;17268377,47;
1805042;"Jasło (2)";5893229,70;4459694,50;7584299,34;11565827,99;2685827,32;7270858,90;11233377,48;24722121,85;29899447,65;24119125,79;
1805053;"Kołaczyce (3)";4975877,84;5804309,62;6837893,52;10193711,03;3279186,10;4797558,36;6454604,40;7905679,35;23618910,39;12963050,30;
1805062;"Krempna (2)";511702,46;332199,56;977619,83;2780942,30;371544,00;173035,49;3254065,21;3592852,46;8700343,94;4873015,00;
1805072;"Nowy Żmigród (2)";5744511,98;3599409,66;5332807,74;8600425,08;1552358,35;1691197,92;1921812,71;6467153,56;21951767,25;19058144,51;
1805082;"Osiek Jasielski (2)";1311015,48;694596,56;473643,49;2325522,77;525795,51;1328677,18;2770537,24;4700410,43;2884811,22;25090103,20;
1805092;"Skołyszyn (2)";5440355,54;4730520,36;5730854,53;17054426,08;5996381,37;8976241,19;5803395,68;8973752,10;17122077,39;23521705,80;
1805112;"Tarnowiec (2)";2746825,69;3537731,47;4668149,04;9562357,03;4182984,06;8498679,29;5670756,41;9973039,78;13157906,47;19279188,31;
1806000;"Powiat kolbuszowski";25912838,24;31118556,07;37328409,04;57926601,07;44546723,90;36760274,84;54216729,57;101078004,27;90332645,20;110284808,20;
1806012;"Cmolas (2)";1542434,73;2277074,66;3511422,75;7281855,24;4290757,47;5011932,97;4184726,86;5628091,33;16093620,49;20282385,38;
1806023;"Kolbuszowa (3)";11041006,47;8459180,96;10649830,97;17501069,31;18876115,67;13367358,50;29721001,79;43761948,03;31572062,92;26787909,56;
1806032;"Majdan Królewski (2)";4164549,67;12407870,48;10877898,73;8418922,45;7380977,59;7439319,67;4632731,72;11291247,17;13839190,56;19050252,76;
1806042;"Niwiska (2)";5494276,43;3429279,12;4435062,01;7141944,18;5030396,22;4254555,62;3201512,45;15418729,04;14325725,08;12661188,32;
1806052;"Raniżów (2)";834329,48;1567030,12;3157440,32;7531529,12;4351165,41;2364990,41;6301169,05;9460599,62;7452218,76;13957729,94;
1806062;"Dzikowiec (2)";2836241,46;2978120,73;4696754,26;10051280,77;4617311,54;4322117,67;6175587,70;15517389,08;7049827,39;17545342,24;
1807000;"Powiat krośnieński";55320671,84;44991181,23;75239881,25;102216217,73;125086932,81;109045845,05;103500088,98;156468095,87;207191706,96;203370295,83;
1807012;"Chorkówka (2)";6398161,36;5204192,44;8940380,43;13699384,56;26574110,97;7419326,13;9117427,84;17181486,81;19132949,35;13147144,75;
1807023;"Dukla (3)";2805696,03;4637277,84;10749320,21;6285747,85;6835577,81;11403028,28;8004012,32;19096271,41;30410671,14;17955039,26;
1807033;"Iwonicz-Zdrój (3)";2862204,93;5145209,03;5522240,78;7133145,99;9166265,36;5328542,18;8470257,13;19177122,94;13814957,37;21313515,05;
1807043;"Jedlicze (3)";7876401,76;6224283,70;9399093,36;15874217,21;8867241,43;23833592,68;10916074,35;16470899,73;29199989,19;31443922,15;
1807052;"Korczyna (2)";6504314,60;6137400,31;8898538,97;7700465,18;8167877,71;12621553,14;17697870,53;11253380,47;19729250,32;23164733,29;
1807062;"Krościenko Wyżne (2)";2199418,98;2229662,87;2988192,32;3513092,79;2765186,31;2152039,38;3901986,64;7855774,82;10282772,17;15754848,30;
1807072;"Miejsce Piastowe (2)";6621058,23;4616371,36;5921850,96;7844464,26;20202548,82;10091736,14;11063027,02;14602307,74;21250215,66;14880684,74;
1807083;"Rymanów (3)";12408384,62;5317841,76;12146171,87;19964653,80;27343555,12;14315881,46;20016234,17;28962742,84;31914071,78;20011813,34;
1807092;"Wojaszówka (2)";3828187,45;4866895,12;9383767,98;16865813,33;13209163,32;18319656,81;9280509,66;14972283,94;24117792,29;31081243,90;
1807102;"Jaśliska (2)";3816843,88;612046,80;1290324,37;3335232,76;1955405,96;3560488,85;5032689,32;6895825,17;7339037,69;14617351,05;
1808000;"Powiat leżajski";22752590,69;21661542,23;45268893,89;67645343,53;74865497,96;50738414,51;50611986,97;65168994,85;140759875,42;122152478,71;
1808011;"Leżajsk (1)";2760124,86;3241711,48;5417397,39;5177562,60;14541466,72;11776208,00;8646630,72;14411262,00;21152638,65;17409809,72;
1808022;"Grodzisko Dolne (2)";1632376,74;1282317,28;11390504,88;13172454,93;11935975,90;4281144,36;1976745,67;6121247,02;14509663,35;18690704,76;
1808032;"Kuryłówka (2)";3583316,98;2371324,58;3560167,34;2859103,27;2169908,94;4027378,32;14747043,63;5434268,68;20064116,36;24286595,04;
1808042;"Leżajsk (2)";7789167,34;9711885,98;12897077,84;30560382,39;23480456,73;20898627,10;13946451,26;19985365,44;33105292,81;39662241,36;
1808053;"Nowa Sarzyna (3)";6987604,77;5054302,91;12003746,44;15875840,34;22737689,67;9755056,73;11295115,69;19216851,71;51928164,25;22103127,83;
1809000;"Powiat lubaczowski";42796355,59;22062987,37;49882683,50;62404929,81;83606803,20;57318536,60;46155436,64;67804452,34;127791367,44;131116469,51;
1809011;"Lubaczów (1)";9423051,86;6564771,54;8347917,05;11579107,38;14876228,21;16337342,85;12649896,12;14250883,91;4205449,33;21437436,32;
1809023;"Cieszanów (3)";5248631,02;2267602,41;6411220,18;10223876,24;6844785,51;6159757,73;6935248,26;8912084,11;16137977,73;16526363,53;
1809032;"Horyniec-Zdrój (2)";9365083,10;3033856,64;5123241,40;3995907,83;13338755,57;2115487,19;4368424,63;7932587,80;20479034,35;22997214,13;
1809042;"Lubaczów (2)";7920727,27;3408291,99;10326165,33;15012069,94;20277884,93;10897650,72;7227784,56;16534264,29;26661692,45;21279743,79;
1809053;"Narol (3)";3675697,78;2599904,46;2799048,40;5092849,74;14498188,71;7691602,23;6206754,27;11098484,25;13208304,82;8051171,34;
1809063;"Oleszyce (3)";1891729,17;2121908,49;3956481,30;7061355,36;9770479,59;1902175,90;1727936,13;1862750,87;7126677,98;6244884,10;
1809072;"Stary Dzików (2)";1963571,26;392610,01;7637467,34;4930253,20;1914303,67;9600091,78;4509932,65;3860174,92;25487662,96;9094230,57;
1809082;"Wielkie Oczy (2)";3307864,13;1674041,83;5281142,50;4509510,12;2086177,01;2614428,20;2529460,02;3353222,19;14484567,82;25485425,73;
1810000;"Powiat łańcucki";42647847,17;36762015,07;58047988,99;64944483,84;41549884,46;62916860,93;57480821,83;74464248,72;131087075,82;132421263,94;
1810011;"Łańcut (1)";10918530,68;12925776,30;15237517,21;15127888,51;5684057,82;22716322,94;18199802,05;18678135,82;27937649,45;21149232,69;
1810022;"Białobrzegi (2)";1839134,10;5041002,85;5702496,02;6602908,83;2527652,75;3106397,69;3857354,43;7709677,69;23626019,53;17336356,59;
1810032;"Czarna (2)";7230670,40;5257601,68;8349032,85;16802409,52;8790905,65;5245135,41;6046887,31;9264265,38;15475604,27;16430292,51;
1810042;"Łańcut (2)";6499579,45;6502802,36;21176442,32;15722945,56;10437130,47;21496289,52;13954291,17;16176703,00;24276192,12;36763773,47;
1810052;"Markowa (2)";5259364,43;3251464,33;2577173,41;5410350,45;3983015,78;3719751,52;3751027,90;12248828,17;13704575,06;11613943,44;
1810062;"Rakszawa (2)";5281417,00;2598210,51;3428609,62;1897318,88;6445502,09;2762019,67;9010804,23;5310359,10;16923232,94;10835540,47;
1810072;"Żołynia (2)";5619151,11;1185157,04;1576717,56;3380662,09;3681619,90;3870944,18;2660654,74;5076279,56;9143802,45;18292124,77;
1811000;"Powiat mielecki";53359809,41;60275505,62;97592730,14;147668979,23;142704933,73;164598034,61;159241783,02;151264236,05;233845931,77;233666454,65;
1811011;"Mielec (1)";35681503,87;34220842,76;53194738,56;78177025,17;40904163,39;81810742,58;96937754,33;51711167,76;70112365,27;71408576,57;
1811022;"Borowa (2)";262288,14;415338,53;2305118,70;468698,69;6251605,81;4585839,84;3518962,95;2546750,84;20536900,93;7837688,60;
1811032;"Czermin (2)";1184109,56;538540,42;756150,39;2697156,89;19256358,76;4128694,61;6216821,78;8927274,63;22032860,94;20828949,46;
1811042;"Gawłuszowice (2)";715313,10;517295,22;441918,12;567244,90;2546444,32;958599,43;1151298,56;3531331,29;14012164,84;14865989,24;
1811052;"Mielec (2)";4602955,91;4577172,40;7005644,17;7498134,51;10964523,26;15181124,53;12987293,03;16249090,79;18065905,75;23232118,93;
1811062;"Padew Narodowa (2)";1168291,91;1825386,32;5438295,88;16885079,31;14947785,65;2892317,27;7883525,16;17672092,07;14971965,85;13988512,84;
1811073;"Przecław (3)";2312598,32;8641836,52;10791371,27;13278616,11;8884383,64;9701920,83;9508005,94;7096561,88;6350226,52;27869689,56;
1811083;"Radomyśl Wielki (3)";3451398,82;4303673,26;7530228,91;15173476,72;18634919,38;17332938,17;6109399,30;15904012,33;28727289,77;12085531,27;
1811092;"Tuszów Narodowy (2)";2812079,89;3225561,09;7451287,33;8239957,99;6889470,16;19452108,55;11282769,20;18007472,19;24699048,66;27719588,94;
1811102;"Wadowice Górne (2)";1169269,89;2009859,10;2677976,81;4683588,94;13425279,36;8553748,80;3645952,77;9618482,27;14337203,24;13829809,24;
1812000;"Powiat niżański";25786071,67;27304439,29;49253616,66;78796928,29;92613681,68;88638923,00;94839584,23;93116197,23;144108660,86;207474986,50;
1812012;"Harasiuki (2)";953111,40;248252,32;736525,40;819551,14;3481029,82;5264045,64;14547531,02;11200187,87;13318250,71;27639092,19;
1812022;"Jarocin (2)";1777905,26;3960846,92;5550691,28;4615779,05;5114719,43;15724620,61;3222790,27;11420980,63;10984726,65;15793438,78;
1812032;"Jeżowe (2)";2101444,62;5371708,06;7138407,00;8049439,47;21719966,05;15983571,55;14084010,66;7885669,98;23257150,33;28722084,25;
1812042;"Krzeszów (2)";3108416,79;3783671,90;2817484,22;7199922,17;12799086,30;12461256,30;11311024,41;4990312,07;13238170,08;21744248,40;
1812053;"Nisko (3)";11892214,91;7867141,40;17312739,81;20729214,15;32912656,52;31373901,19;38238910,46;22642932,12;27970863,32;54886797,53;
1812063;"Rudnik nad Sanem (3)";2953155,80;2423903,18;10390898,54;19222936,61;6027949,79;2514322,91;6445159,10;6925564,82;31949173,42;23962281,66;
1812073;"Ulanów (3)";2999822,89;3648915,51;5306870,41;18160085,70;10558273,77;5317204,80;6990158,31;28050549,74;23390326,35;34727043,69;
1813000;"Powiat przemyski";26222451,21;25743130,38;38661109,09;52912429,17;34188758,06;47497477,91;54934481,67;118268492,87;194767932,70;194371017,39;
1813012;"Bircza (2)";798426,10;432405,79;4067775,76;4191861,53;2338046,04;4127900,56;1543413,62;17090421,24;26652147,55;;
1813013;"Bircza (3)";;;;;;;;;;13014580,46;
1813022;"Dubiecko (2)";1534108,61;3752561,66;2325407,58;7126663,23;3821430,79;3396036,24;;;;;
1813023;"Dubiecko (3)";;;;;;;3683714,59;17883166,16;16026572,40;26701082,12;
1813032;"Fredropol (2)";4004487,50;2076883,66;2888597,62;1894811,77;1222532,73;2306919,06;6750861,97;11867581,32;10935296,70;20308034,10;
1813042;"Krasiczyn (2)";1717159,94;1176903,39;2282736,81;1590063,96;3269820,70;2091474,65;4785023,33;7802455,26;14216737,37;10034248,52;
1813052;"Krzywcza (2)";2139772,42;1281335,90;1196919,34;3546632,47;2274851,14;8405046,85;6230992,71;8093872,16;11282683,19;13563369,89;
1813062;"Medyka (2)";3709002,79;5486225,91;7883957,95;6506840,94;3004803,51;3618340,87;5052737,57;3432380,62;30509687,54;8075805,44;
1813072;"Orły (2)";2097683,30;2440320,34;2823871,38;6742954,52;3346796,66;4184577,95;4043849,42;4672538,81;25622460,01;24346755,18;
1813082;"Przemyśl (2)";2872051,94;2253734,87;4074960,26;8717730,91;7432226,14;4240235,96;7571239,97;15352787,60;21274684,01;31464896,46;
1813092;"Stubno (2)";4078642,24;1344157,89;3282566,38;1369373,55;2360356,70;7149136,25;3715278,98;10194817,15;9228154,17;28531278,43;
