"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;razem;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2024;[zł]";
1816072;"Hyżne (2)";4868523,03;5335745,35;5243856,41;6683490,85;7462833,92;11264724,72;9872228,51;12807506,96;7565457,86;8873396,98;
1816082;"Kamień (2)";5003679,11;4743208,72;4999479,18;7192365,43;6020998,75;9175999,67;10131091,23;14590602,19;11903939,96;11925428,83;
1816092;"Krasne (2)";16729159,79;18304312,29;20100949,72;23406115,54;24698081,44;31236638,59;33668416,94;37516100,38;32712502,20;49776459,40;
1816102;"Lubenia (2)";5924166,69;6284361,65;6460004,16;8109788,65;10147944,95;12494049,01;11575359,77;14962577,02;11805867,88;12094669,55;
1816113;"Sokołów Małopolski (3)";19138153,75;19889610,79;21083378,52;21099796,59;25810999,62;27613724,37;28952932,02;35118216,45;36602360,37;42304281,57;
1816122;"Świlcza (2)";17724273,99;22550669,62;23664124,06;23633266,06;28391403,71;33939763,12;36658917,48;36252288,04;36969553,78;44772152,92;
1816132;"Trzebownisko (2)";32127168,23;36186202,06;38799799,10;71679721,92;63126228,09;80803324,66;105223290,09;79449218,00;102501305,37;112627201,52;
1816143;"Tyczyn (3)";12115662,01;13486171,52;16257233,12;18366097,11;17912142,62;22987007,95;21496130,95;27460181,27;22902357,73;26993043,33;
1817000;"Powiat sanocki";141464595,28;137184715,07;152414333,62;160983515,81;192573434,67;208196128,32;217966420,13;253146906,06;245069171,44;286423870,02;
1817011;"Sanok (1)";75608176,92;72094273,27;82706566,38;87663249,91;108689039,22;102575711,55;114369264,89;111385898,85;114520058,81;147486814,11;
1817022;"Besko (2)";3605015,25;3586455,93;3863105,54;4246628,97;5143886,08;7573802,90;8354205,20;8817180,14;8651182,41;7172627,87;
1817032;"Bukowsko (2)";5563552,17;5485279,87;6306227,67;6672507,73;7368624,61;10766125,14;10984538,80;18380920,86;16831174,27;16352426,31;
1817042;"Komańcza (2)";7002140,40;7529716,08;7207431,67;6495185,21;7322078,44;9584635,51;8223817,64;20655298,54;16773156,07;18875779,63;
1817052;"Sanok (2)";20349075,62;20606213,41;21589528,02;23336013,25;26700522,54;33437477,16;34031072,24;44253204,50;41994444,67;44171529,58;
1817062;"Tyrawa Wołoska (2)";1604562,00;1686932,08;2039159,64;2350385,48;2783788,89;4110850,27;3171777,92;6072316,47;2916302,53;3115115,88;
1817073;"Zagórz (3)";16464124,79;16790706,34;18645962,39;19686324,06;23915685,56;27779537,38;25619525,97;27196116,37;26433685,82;31488274,20;
1817082;"Zarszyn (2)";11267948,13;9405138,09;10056352,31;10533221,20;10649809,33;12367988,41;13212217,47;16385970,33;16949166,86;17761302,44;
1818000;"Powiat stalowowolski";173744236,60;185842787,60;199991734,35;244306022,07;256233143,78;277680569,05;287512516,21;405790286,40;371043540,33;452184010,69;
1818011;"Stalowa Wola (1)";128437563,19;136099593,80;149810354,43;184396224,00;186486098,27;194984359,45;209826425,99;312688453,98;285402717,88;348878553,42;
1818022;"Bojanów (2)";6393295,53;6739846,25;5604283,66;8751368,72;8599762,17;10146255,75;8194404,96;11811241,24;11829924,48;10794102,45;
1818032;"Pysznica (2)";12709427,48;13142019,59;13150947,76;14793871,18;18054813,67;20940434,28;21406347,65;27944493,22;23912144,73;29926779,61;
1818042;"Radomyśl nad Sanem (2)";8193930,06;9416574,62;9713684,07;9513654,65;9828816,82;10616336,98;13663681,14;15665556,01;12888163,05;14547556,57;
1818053;"Zaklików (3)";8511707,29;9081818,17;9715790,27;12893004,65;12272345,90;18402791,96;14924757,72;16639356,04;15436663,14;17988109,66;
1818062;"Zaleszany (2)";9498313,05;11362935,17;11996674,16;13957898,87;20991306,95;22590390,63;19496898,75;21041185,91;21573927,05;30048908,98;
1819000;"Powiat strzyżowski";53645377,64;53891124,87;60390738,20;70294312,79;81755856,78;91982136,85;91065647,04;103163111,03;101075450,86;119835765,49;
1819012;"Czudec (2)";10838682,10;10855350,33;11869015,23;12506992,87;16924182,04;19432788,29;20637978,04;21606591,64;21815107,96;27940678,21;
1819022;"Frysztak (2)";7964592,98;8337348,52;9696945,57;11569204,46;11656399,50;11753677,59;14669662,58;16479473,77;15335387,32;16488203,74;
1819032;"Niebylec (2)";7516874,98;8036963,15;9769370,77;10408014,53;11752969,05;15553904,35;13373811,68;16119280,79;15013449,71;19520900,78;
1819043;"Strzyżów (3)";19132053,39;20513058,69;22455991,35;27080217,14;31231347,94;35972179,49;32771048,70;35787859,55;36423067,03;42247658,12;
1819052;"Wiśniowa (2)";8193174,19;6148404,18;6599415,28;8729883,79;10190958,25;9269587,13;9613146,04;13169905,28;12488438,84;13638324,64;
1820000;"Powiat tarnobrzeski";71319776,15;77453829,19;79276392,16;89182279,24;98495414,50;116881252,79;111179508,85;134771986,88;146237835,50;154206617,89;
1820013;"Baranów Sandomierski (3)";12110535,98;13685915,41;13420256,09;15129891,56;15474174,14;25045308,48;21075149,97;24583871,64;33695624,60;23106473,54;
1820022;"Gorzyce (2)";16094783,71;18570897,22;18853551,35;20622632,81;24537888,15;25706113,63;28164552,81;34247950,08;26986407,48;35063213,53;
1820032;"Grębów (2)";11146982,27;11379254,47;11993662,50;13661078,56;15902456,16;16002178,58;17872189,22;21409144,69;23941033,15;24205762,50;
1820043;"Nowa Dęba (3)";31967474,19;33817762,09;35008922,22;39768676,31;42580896,05;50127652,10;44067616,85;54531020,47;61614770,27;71831168,32;
1821000;"Powiat leski";57088523,31;50853421,86;67406289,40;62041960,89;72214932,92;105461908,95;81265000,56;97047773,92;90140630,53;90299067,27;
1821012;"Baligród (2)";5129985,92;4252573,96;4456404,02;5188897,37;6061403,65;9274255,93;7468793,92;10583735,68;7273656,04;9679653,86;
1821022;"Cisna (2)";5245450,10;6327965,18;6710407,18;7509054,02;10594112,45;9121642,68;7889970,24;11620410,72;13255490,62;11895760,27;
1821033;"Lesko (3)";23197348,26;17676135,83;21818961,01;19755911,57;21726544,77;25324013,36;24208244,94;27921040,62;27368924,05;25398246,71;
1821042;"Olszanica (2)";6323820,51;5449024,72;5615721,04;5890479,60;7348803,47;10236301,30;8367902,57;12945990,33;12463802,61;10788234,52;
1821052;"Solina (2)";17191918,52;17147722,17;28804796,15;23697618,33;26484068,58;51505695,68;33330088,89;33976596,57;29778757,21;32537171,91;
1861000;"Powiat m. Krosno";120161766,15;128240077,25;127756872,62;139747027,60;154108969,50;163041729,18;186053770,85;203070772,74;197955971,12;250466633,16;
1861011;"Krosno (1)";120161766,15;128240077,25;127756872,62;139747027,60;154108969,50;163041729,18;186053770,85;203070772,74;197955971,12;250466633,16;
1862000;"Powiat m. Przemyśl";129520830,78;129851879,01;137961705,54;148931459,52;154135327,42;159577870,33;177343022,83;186573761,67;211213105,18;231930655,83;
1862011;"Przemyśl (1)";129520830,78;129851879,01;137961705,54;148931459,52;154135327,42;159577870,33;177343022,83;186573761,67;211213105,18;231930655,83;
1863000;"Powiat m. Rzeszów";520665737,20;543407806,89;577338643,09;644320765,65;720726452,59;731887783,56;816118024,58;865200245,14;904866559,25;1144832172,18;
1863011;"Rzeszów (1)";520665737,20;543407806,89;577338643,09;644320765,65;720726452,59;731887783,56;816118024,58;865200245,14;904866559,25;1144832172,18;
1864000;"Powiat m. Tarnobrzeg";99829211,85;103433964,82;108444633,19;113676733,60;118101196,53;147242286,28;140299579,91;136412545,61;135821012,40;162522813,60;
1864011;"Tarnobrzeg (1)";99829211,85;103433964,82;108444633,19;113676733,60;118101196,53;147242286,28;140299579,91;136412545,61;135821012,40;162522813,60;
2000000;"PODLASKIE";2199948214,73;2268022559,46;2355112625,21;2618694430,97;2995017524,41;3164898454,23;3314730865,05;3845413225,92;3685278833,34;4425689208,81;
2001000;"Powiat augustowski";87330691,10;87214321,13;91538403,55;107288953,51;117801680,27;139456346,68;128719405,34;161910006,55;152827954,23;198298698,72;
2001011;"Augustów (1)";57613056,43;58551822,82;61621329,96;72202808,39;78277146,38;92882811,97;87415199,94;100574694,46;102140016,87;139030476,07;
2001022;"Augustów (2)";5299860,11;5512358,66;5843205,92;7143933,41;8553640,70;10173944,61;9309861,53;11956880,09;10183022,13;12260603,09;
2001032;"Bargłów Kościelny (2)";6739091,07;5708146,78;5687326,18;6566589,36;7559088,98;8418158,15;7153403,48;11394916,67;10018685,15;11426489,28;
2001043;"Lipsk (3)";6373605,40;4704847,85;5388102,78;6075663,27;6032046,62;6164327,95;6318143,74;10079246,33;7668023,25;8656245,72;
2001052;"Nowinka (2)";3188883,34;3670383,33;3743542,47;4328100,33;4575152,21;6591318,91;5686680,65;9098807,81;6975329,11;7568255,95;
2001062;"Płaska (2)";4011585,69;4599320,36;4706798,52;5892040,88;6836073,61;7379212,22;6844133,98;9989417,90;7640002,31;10300696,73;
2001072;"Sztabin (2)";4104609,06;4467441,33;4548097,72;5079817,87;5968531,77;7846572,87;5991982,02;8816043,29;8202875,41;9055931,88;
2002000;"Powiat białostocki";228708850,17;242265653,61;249139340,97;284354534,82;344144950,18;376000040,04;415084225,41;453019418,37;446955141,61;553008601,80;
2002013;"Choroszcz (3)";24277998,11;25384804,79;27717358,72;32523106,96;38164677,30;44238569,06;46879926,31;55190116,85;63734035,36;68512994,44;
2002023;"Czarna Białostocka (3)";13179593,22;13427103,20;14831348,19;16423241,21;21480404,77;22311489,69;26765640,13;25612978,36;23767800,33;28896780,43;
2002032;"Dobrzyniewo Duże (2)";13584647,93;12408311,88;13757592,77;17331990,39;20899849,73;21762602,81;25000878,60;26954347,10;27046222,97;43327939,46;
2002042;"Gródek (2)";8245860,10;8674171,41;8864083,22;10413173,79;11022962,95;14031328,22;13333713,33;15767940,05;16657360,30;18986329,97;
2002052;"Juchnowiec Kościelny (2)";28734177,62;33221505,65;34363010,82;36601698,29;44582910,88;47385749,96;50818150,11;53036815,11;54408778,23;77201306,47;
2002063;"Łapy (3)";25397054,03;27883498,41;27979828,56;30130490,41;34497506,37;40024299,18;46979553,61;45092475,34;43814461,32;47263206,59;
2002073;"Michałowo (3)";17005214,55;17539927,74;17503062,13;17886373,67;19418013,88;20666518,30;22112643,65;29130226,58;24368053,05;26424541,10;
2002082;"Poświętne (2)";4248056,84;4317086,62;4479613,81;4296377,17;5447767,96;8269436,73;5547090,85;8257655,12;5763318,70;7511503,44;
2002093;"Supraśl (3)";26849274,94;30531024,95;30460049,64;33753615,03;42153650,10;48700379,43;50270399,74;54032240,48;53332858,12;73610246,34;
2002103;"Suraż (3)";4084741,03;4249986,35;3798889,15;4548412,75;5828902,07;5867571,04;5915756,33;8707451,87;6966881,37;7032354,45;
2002112;"Turośń Kościelna (2)";12643752,98;11607698,03;11146528,93;12852440,46;15433753,45;16662961,04;20075101,38;24127832,08;20222337,00;27736730,71;
2002123;"Tykocin (3)";5848169,07;5688980,37;6497550,22;6943320,71;9174860,58;11370951,30;9935757,22;13893098,05;12176594,09;13774832,60;
2002133;"Wasilków (3)";25694302,80;28571179,25;28951752,88;38571560,44;51563706,94;45131410,53;59821716,52;54265217,84;58612615,28;72156482,21;
2002143;"Zabłudów (3)";15023557,46;16424588,28;16269706,09;18531527,42;22055295,73;24701727,57;28493006,54;32791730,04;32909297,97;35040020,23;
2002152;"Zawady (2)";3892449,49;2335786,68;2518965,84;3547206,12;2420687,47;4875045,18;3134891,09;6159293,50;3174527,52;5533333,36;
2003000;"Powiat bielski";96775224,53;93449862,26;94569657,39;100316856,82;118241694,40;133249138,63;127683391,73;166344016,94;138864022,53;186487824,10;
2003011;"Bielsk Podlaski (1)";44350285,90;45742325,71;47417328,39;50477442,31;59715099,97;68978243,57;64655940,90;73070404,26;67444743,46;90075887,53;
2003021;"Brańsk (1)";7063167,56;7574864,19;8169840,06;9127322,95;10194241,57;11364168,49;11453025,80;18812347,33;12646505,94;16822759,20;
2003032;"Bielsk Podlaski (2)";11109352,71;10909640,25;11105788,49;11629125,69;15220007,12;14466207,95;15159279,29;20922221,73;17203756,31;22531642,18;
2003042;"Boćki (2)";4974986,05;4831716,18;4632387,53;5038989,99;4529444,11;6506296,18;6139521,72;12180904,32;6758854,56;8739855,72;
2003052;"Brańsk (2)";11422799,42;6826095,50;5949198,84;6374132,48;9056151,22;8653908,68;8457586,63;11650196,33;10077195,44;14124350,40;
2003062;"Orla (2)";9652743,38;10077083,84;9965461,09;9549642,90;11022305,90;11906885,92;10591646,42;13751754,29;13068924,89;15577442,21;
2003072;"Rudka (2)";2615618,24;2348405,85;2257411,81;2451310,54;2411667,42;3485359,40;3366065,62;5899188,72;3315645,11;6519284,24;
2003082;"Wyszki (2)";5586271,27;5139730,74;5072241,18;5668889,96;6092777,09;7888068,44;7860325,35;10056999,96;8348396,82;12096602,62;
2004000;"Powiat grajewski";71783772,57;71175942,85;74412103,07;82232868,54;94450027,79;111070796,78;102176635,61;139055503,63;122617403,66;143323743,68;
2004011;"Grajewo (1)";41163937,80;42766038,82;42497195,25;47114635,01;49386506,26;60677227,79;58908020,13;69359791,65;58351185,52;72291816,76;
2004022;"Grajewo (2)";6678457,00;6242853,00;7137939,72;8143678,02;8011204,40;10355796,48;11911024,89;14955274,08;19390702,99;20995721,67;
2004032;"Radziłów (2)";3982082,93;3868261,41;3954193,78;4693225,21;6171463,25;10214282,82;6429073,36;10856808,94;8586970,56;8904278,68;
2004043;"Rajgród (3)";9055468,14;7701822,58;10162923,97;9237514,43;10213791,13;10328629,57;9891038,43;16096311,47;12358409,99;13214089,70;
2004053;"Szczuczyn (3)";6487812,27;7381325,83;6909408,66;8589110,72;13173677,47;12076527,04;9733454,71;17650232,62;15938547,69;18369967,00;
2004062;"Wąsosz (2)";4416014,43;3215641,21;3750441,69;4454705,15;7493385,28;7418333,08;5304024,09;10137084,87;7991586,91;9547869,87;
2005000;"Powiat hajnowski";82241299,77;72541907,00;81792267,25;85198166,38;104070430,72;102413995,57;109775108,53;135215223,19;117027052,09;137127358,91;
2005011;"Hajnówka (1)";30182891,49;31293949,01;34984757,20;36209348,66;42830592,56;42080004,49;44093868,75;49676247,60;48055781,84;56766087,35;
2005022;"Białowieża (2)";5693260,65;5708264,94;5999689,64;6822103,00;7313032,33;9129086,51;7164898,95;9801664,51;9587106,50;8482695,64;
2005032;"Czeremcha (2)";8834373,96;4880283,45;5116984,06;5348854,39;7658968,07;6591720,57;6115454,38;8969913,03;7368627,46;7691964,44;
2005042;"Czyże (2)";2644304,86;2609625,23;2469398,64;2647641,01;3171352,52;3504886,88;3503309,93;6736129,67;4070773,04;5081839,20;
2005052;"Dubicze Cerkiewne (2)";3435988,96;2186474,26;3486545,34;3639069,84;4496657,44;3544924,17;3945253,41;7265514,02;4501187,88;5484747,65;
2005062;"Hajnówka (2)";7131729,29;6484451,05;7698465,37;7525437,95;9059022,29;9177082,61;9550944,45;12053148,29;10529540,83;13845313,79;
2005073;"Kleszczele (3)";3180083,64;3059533,11;2860111,24;3121994,34;3938028,22;4482398,10;5297267,70;7445602,71;4708232,86;5416527,01;
2005082;"Narew (2)";8395972,50;7590853,55;7747836,19;9174828,13;9520905,16;11823548,67;12178916,19;14762329,11;13686215,79;15533162,30;
2005092;"Narewka (2)";12742694,42;8728472,40;11428479,57;10708889,06;16081872,13;12080343,57;17925194,77;18504674,25;14519585,89;18825021,53;
2006000;"Powiat kolneński";45204481,20;38488913,17;42320068,53;44730284,43;53633496,14;75925731,01;69222449,95;84338509,48;74795250,23;93599182,80;
2006011;"Kolno (1)";14728220,84;15644310,30;17185586,83;17729512,55;20438133,03;26315142,45;26759812,69;26790492,04;25440630,30;32505293,65;
2006022;"Grabowo (2)";4435268,59;3872064,61;4171758,28;3964785,09;4848913,79;6733064,91;6210894,94;8771513,39;6897367,11;11865102,96;
2006032;"Kolno (2)";10106656,93;6411730,85;7013616,85;8664047,89;9664372,56;12223016,06;12044794,04;14141881,27;12921877,61;16045368,62;
2006042;"Mały Płock (2)";3905743,20;3152134,08;3249258,91;3336702,88;5033791,33;6668110,84;5771598,32;9459707,48;8318805,01;10946982,97;
2006053;"Stawiski (3)";6337703,27;5787024,04;7103008,56;6546875,54;7797253,25;16779926,66;12318898,32;16785634,59;13459041,49;15458770,96;
2006062;"Turośl (2)";5690888,37;3621649,29;3596839,10;4488360,48;5851032,18;7206470,09;6116451,64;8389280,71;7757528,71;6777663,64;
2007000;"Powiat łomżyński";52773025,20;53009773,49;55884518,29;64762108,15;93744868,96;99893450,46;93951945,17;116681136,37;113675498,55;131249138,35;
2007013;"Jedwabne (3)";4293371,88;3955703,81;4357117,21;4622523,11;7870042,87;9042416,52;8315135,29;9876653,93;9365886,72;8996288,15;
2007022;"Łomża (2)";12189023,65;15033910,78;15269176,79;17134623,30;28001145,67;24783287,89;30549562,87;30145302,24;31275097,59;39215624,44;
2007032;"Miastkowo (2)";6808517,30;5515189,81;5726559,04;6038699,76;7676355,59;9189001,11;8420439,10;11840948,42;9135372,61;10950487,42;
2007043;"Nowogród (3)";4183857,08;4427697,13;4814894,12;5049685,78;10572111,47;12582169,63;8074283,57;11155913,30;12012219,50;14963304,68;
2007052;"Piątnica (2)";12412576,37;11625847,87;12010990,03;13590730,63;18161058,75;18176599,20;17931596,43;21586172,22;22014179,97;27237175,51;
2007062;"Przytuły (2)";2031591,59;1227927,69;1309542,55;2547626,43;3556173,96;3339491,02;2269945,68;5183590,54;3178940,87;3590234,18;
2007072;"Śniadowo (2)";4868133,31;5171803,65;6033099,84;7314808,46;8322897,62;11126624,35;8224150,77;11282816,35;15813250,14;12860257,83;
2007082;"Wizna (2)";2403779,80;2429174,28;2646847,65;3097464,69;4953574,80;6913411,80;5505929,01;7941195,21;5268960,65;5958377,70;
2007092;"Zbójna (2)";3582174,22;3622518,47;3716291,06;5365945,99;4631508,23;4740448,94;4660902,45;7668544,16;5611590,50;7477388,44;
2008000;"Powiat moniecki";44632870,27;42400414,60;44267534,92;53307680,47;63593584,39;65468228,92;61585372,57;87664269,54;69311220,15;87881703,06;
2008013;"Goniądz (3)";7032177,60;6418737,27;6734692,10;8750610,96;7562483,84;8786511,60;9220556,00;15756966,99;10914479,28;12341623,62;
2008022;"Jasionówka (2)";2554174,58;2692132,68;2635664,43;3358122,05;3840989,75;4005366,90;4471442,58;6663285,55;4756527,92;6078912,57;
2008032;"Jaświły (2)";4484948,83;3975724,70;4224033,31;6671730,50;6555500,10;6174539,24;5170322,72;8637624,55;6275036,66;8384447,31;
2008043;"Knyszyn (3)";3973203,69;4914967,47;5159060,36;5977988,53;6613859,63;7604372,44;7067983,35;10480882,19;8055093,43;9254131,84;
2008052;"Krypno (2)";4452337,20;3532635,22;3636657,98;5076758,65;6020320,82;6650723,78;6915410,53;8487844,37;5707946,18;8908643,43;
2008063;"Mońki (3)";15664503,92;16889280,42;18274971,94;19877409,51;24171858,75;25950597,86;24187358,54;30125773,58;28752191,70;35626166,97;
2008072;"Trzcianne (2)";6471524,45;3976936,84;3602454,80;3595060,27;8828571,50;6296117,10;4552298,85;7511892,31;4849944,98;7287777,32;
2009000;"Powiat sejneński";28036948,38;31175627,30;31747954,89;32932098,45;40195853,08;47172841,38;47530247,42;63227039,54;53866934,08;86572830,12;
2009011;"Sejny (1)";8410688,75;8499595,01;10131555,76;9672584,94;10912833,97;10841533,73;16400119,84;14799141,25;12684353,64;38497486,06;
2009022;"Giby (2)";3873621,17;4647316,05;4841272,58;5173031,75;6586344,98;6581481,98;7652853,40;10304464,71;11371651,82;10826636,22;
2009032;"Krasnopol (2)";4136910,38;4000567,41;3938241,78;4345725,54;5866396,55;9299830,63;5560781,01;12147545,40;7291812,64;10473913,00;
2009042;"Puńsk (2)";6420856,50;7874089,21;7461136,22;7872037,43;9292951,82;9531205,55;10394344,44;14256859,05;12592882,25;15089199,65;
2009052;"Sejny (2)";5194871,58;6154059,62;5375748,55;5868718,79;7537325,76;10918789,49;7522148,73;11719029,13;9926233,73;11685595,19;
2010000;"Powiat siemiatycki";71482457,93;68805971,91;69341782,12;76607709,59;84965091,07;99273894,21;101906187,98;121292894,49;109898879,52;128306056,86;
